Wort,Schwierigkeit,Thema,Lernstatus,Beispielsatz
das Stroh,mittel,Auf dem Bauernhof,neu,-,
der Strohballen,mittel,Auf dem Bauernhof,neu,-,
der Halm,mittel,Auf dem Bauernhof,neu,-,
das Heu,mittel,Auf dem Bauernhof,neu,-,
die Kornblume,mittel,Auf dem Bauernhof,neu,-,
der Landwirt,schwer,Auf dem Bauernhof,neu,-,
das Gewächshaus,schwer,Auf dem Bauernhof,neu,-,
der Silo,schwer,Auf dem Bauernhof,neu,-,
das Kornfeld,schwer,Auf dem Bauernhof,neu,-,
pflügen,schwer,Auf dem Bauernhof,neu,-,
der Pflug,schwer,Auf dem Bauernhof,neu,-,
ausmisten,schwer,Auf dem Bauernhof,neu,-,
der Dünger,schwer,Auf dem Bauernhof,neu,-,
düngen,schwer,Auf dem Bauernhof,neu,-,
fruchtbar,schwer,Auf dem Bauernhof,neu,-,
bewässern,schwer,Auf dem Bauernhof,neu,-,
die Ernte,schwer,Auf dem Bauernhof,neu,-,
mähen,schwer,Auf dem Bauernhof,neu,-,
dreschen,schwer,Auf dem Bauernhof,neu,-,
der Mähdrescher,schwer,Auf dem Bauernhof,neu,-,
die Rübe,schwer,Auf dem Bauernhof,neu,-,
die Zuckerrübe,schwer,Auf dem Bauernhof,neu,-,
das Wasser,leicht,Am Wasser,neu,-,
schwimmen,leicht,Am Wasser,neu,-,
das Meer,leicht,Am Wasser,neu,-,
der Fluss,leicht,Am Wasser,neu,-,
der See,leicht,Am Wasser,neu,-,
der Bach,leicht,Am Wasser,neu,-,
die Welle,leicht,Am Wasser,neu,-,
der Tropfen,leicht,Am Wasser,neu,-,
fließen,leicht,Am Wasser,neu,-,
planschen,leicht,Am Wasser,neu,-,
blau,leicht,Am Wasser,neu,-,
der Strand,leicht,Am Wasser,neu,-,
die Sandburg,leicht,Am Wasser,neu,-,
der Teich,mittel,Am Wasser,neu,-,
plätschern,mittel,Am Wasser,neu,-,
rauschen,mittel,Am Wasser,neu,-,
spritzen,mittel,Am Wasser,neu,-,
tropfen,mittel,Am Wasser,neu,-,
tauchen,mittel,Am Wasser,neu,-,
klar,mittel,Am Wasser,neu,-,
das Ufer,mittel,Am Wasser,neu,-,
der Schlamm,mittel,Am Wasser,neu,-,
feucht,mittel,Am Wasser,neu,-,
das Schilf,mittel,Am Wasser,neu,-,
angeln,mittel,Am Wasser,neu,-,
die Angel,mittel,Am Wasser,neu,-,
das Netz,mittel,Am Wasser,neu,-,
der Kescher,mittel,Am Wasser,neu,-,
der Kieselstein,mittel,Am Wasser,neu,-,
die See,schwer,Am Wasser,neu,-,
der Deich,schwer,Am Wasser,neu,-,
die Quelle,schwer,Am Wasser,neu,-,
sprudeln,schwer,Am Wasser,neu,-,
gluckern,schwer,Am Wasser,neu,-,
das Süßwasser,schwer,Am Wasser,neu,-,
das Salzwasser,schwer,Am Wasser,neu,-,
das Moor,schwer,Am Wasser,neu,-,
der Sumpf,schwer,Am Wasser,neu,-,
trüb,schwer,Am Wasser,neu,-,
das Hochwasser,schwer,Am Wasser,neu,-,
die Strömung,schwer,Am Wasser,neu,-,
überschwemmen,schwer,Am Wasser,neu,-,
austrocknen,schwer,Am Wasser,neu,-,
die Wasserpflanze,schwer,Am Wasser,neu,-,
die Alge,schwer,Am Wasser,neu,-,
der Angler,schwer,Am Wasser,neu,-,
die Angelrute,schwer,Am Wasser,neu,-,
seicht,schwer,Am Wasser,neu,-,
das Watt,schwer,Am Wasser,neu,-,
der Berg,leicht,In den Bergen,neu,-,
hoch,leicht,In den Bergen,neu,-,
der Weg,leicht,In den Bergen,neu,-,
das Tal,mittel,In den Bergen,neu,-,
auf den Berg,mittel,In den Bergen,neu,-,
steigen,mittel,In den Bergen,neu,-,
der Gipfel,mittel,In den Bergen,neu,-,
steil,mittel,In den Bergen,neu,-,
niedrig,mittel,In den Bergen,neu,-,
der Hügel,mittel,In den Bergen,neu,-,
der Felsen,mittel,In den Bergen,neu,-,
die Brücke,mittel,In den Bergen,neu,-,
der Tunnel,mittel,In den Bergen,neu,-,
die Seilbahn,mittel,In den Bergen,neu,-,
der Wasserfall,mittel,In den Bergen,neu,-,
das Echo,mittel,In den Bergen,neu,-,
wandern,mittel,In den Bergen,neu,-,
der Wanderweg,mittel,In den Bergen,neu,-,
der Wanderschuh,mittel,In den Bergen,neu,-,
der Rucksack,mittel,In den Bergen,neu,-,
das Seil,mittel,In den Bergen,neu,-,
sicher,mittel,In den Bergen,neu,-,
schwindelig,mittel,In den Bergen,neu,-,
rauf,mittel,In den Bergen,neu,-,
runter,mittel,In den Bergen,neu,-,
höher,mittel,In den Bergen,neu,-,
das Gebirge,schwer,In den Bergen,neu,-,
bergauf,schwer,In den Bergen,neu,-,
die Bergspitze,schwer,In den Bergen,neu,-,
das Gipfelkreuz,schwer,In den Bergen,neu,-,
die Aussicht,schwer,In den Bergen,neu,-,
die Höhe,schwer,In den Bergen,neu,-,
der Hang,schwer,In den Bergen,neu,-,
die Felswand,schwer,In den Bergen,neu,-,
die Schlucht,schwer,In den Bergen,neu,-,
die Höhle,schwer,In den Bergen,neu,-,
der Bergsteiger,schwer,In den Bergen,neu,-,
gefährlich,schwer,In den Bergen,neu,-,
die Sicherheit,schwer,In den Bergen,neu,-,
anseilen,schwer,In den Bergen,neu,-,
der Schwindel,schwer,In den Bergen,neu,-,
Ski fahren,schwer,In den Bergen,neu,-,
der Skilift,schwer,In den Bergen,neu,-,
die Lawine,schwer,In den Bergen,neu,-,
zwischen,schwer,In den Bergen,neu,-,
am höchsten,schwer,In den Bergen,neu,-,
der Hund,leicht,Tiere im Haus,neu,-,
das Fell,leicht,Tiere im Haus,neu,-,
bellen,leicht,Tiere im Haus,neu,-,
miauen,leicht,Tiere im Haus,neu,-,
fressen,leicht,Tiere im Haus,neu,-,
das Tier,mittel,Tiere im Haus,neu,-,
die Pfote,mittel,Tiere im Haus,neu,-,
die Kralle,mittel,Tiere im Haus,neu,-,
die Schnauze,mittel,Tiere im Haus,neu,-,
knurren,mittel,Tiere im Haus,neu,-,
heulen,mittel,Tiere im Haus,neu,-,
der Schwanz,mittel,Tiere im Haus,neu,-,
wedeln,mittel,Tiere im Haus,neu,-,
die Hundeleine,mittel,Tiere im Haus,neu,-,
das Kätzchen,mittel,Tiere im Haus,neu,-,
schnurren,mittel,Tiere im Haus,neu,-,
das Meerschweinchen,mittel,Tiere im Haus,neu,-,
der Hamster,mittel,Tiere im Haus,neu,-,
das Kaninchen,mittel,Tiere im Haus,neu,-,
die Maus,mittel,Tiere im Haus,neu,-,
der Käfig,mittel,Tiere im Haus,neu,-,
nagen,mittel,Tiere im Haus,neu,-,
schnuppern,mittel,Tiere im Haus,neu,-,
der Wellensittich,mittel,Tiere im Haus,neu,-,
piepsen,mittel,Tiere im Haus,neu,-,
zahm,mittel,Tiere im Haus,neu,-,
die Schildkröte,mittel,Tiere im Haus,neu,-,
das Futter,mittel,Tiere im Haus,neu,-,
pflegen,mittel,Tiere im Haus,neu,-,
die Laus,mittel,Tiere im Haus,neu,-,
das Haustier,schwer,Tiere im Haus,neu,-,
das Männchen,schwer,Tiere im Haus,neu,-,
das Weibchen,schwer,Tiere im Haus,neu,-,
der Welpe,schwer,Tiere im Haus,neu,-,
hecheln,schwer,Tiere im Haus,neu,-,
bissig,schwer,Tiere im Haus,neu,-,
schnappen,schwer,Tiere im Haus,neu,-,
der Maulkorb,schwer,Tiere im Haus,neu,-,
der Fressnapf,schwer,Tiere im Haus,neu,-,
die Streu,schwer,Tiere im Haus,neu,-,
der Floh,schwer,Tiere im Haus,neu,-,
der Tierarzt,schwer,Tiere im Haus,neu,-,
die Impfung,schwer,Tiere im Haus,neu,-,
das Eichhörnchen,leicht,Tiere im Wald,neu,-,
der Fuchs,leicht,Tiere im Wald,neu,-,
das Reh,leicht,Tiere im Wald,neu,-,
der Hirsch,leicht,Tiere im Wald,neu,-,
der Hase,leicht,Tiere im Wald,neu,-,
der Igel,leicht,Tiere im Wald,neu,-,
die Eule,leicht,Tiere im Wald,neu,-,
der Kuckuck,leicht,Tiere im Wald,neu,-,
der Käfer,leicht,Tiere im Wald,neu,-,
die Ameise,leicht,Tiere im Wald,neu,-,
der Wurm,leicht,Tiere im Wald,neu,-,
das Versteck,mittel,Tiere im Wald,neu,-,
die Haselnuss,mittel,Tiere im Wald,neu,-,
der Fuchsbau,mittel,Tiere im Wald,neu,-,
die Füchsin,mittel,Tiere im Wald,neu,-,
das Rehkitz,mittel,Tiere im Wald,neu,-,
das Wildschwein,mittel,Tiere im Wald,neu,-,
der Dachs,mittel,Tiere im Wald,neu,-,
der Winterschlaf,mittel,Tiere im Wald,neu,-,
die Wespe,mittel,Tiere im Wald,neu,-,
der Stachel,mittel,Tiere im Wald,neu,-,
stechen,mittel,Tiere im Wald,neu,-,
der Specht,mittel,Tiere im Wald,neu,-,
der Uhu,mittel,Tiere im Wald,neu,-,
rufen,mittel,Tiere im Wald,neu,-,
die Spinne,mittel,Tiere im Wald,neu,-,
der Mistkäfer,mittel,Tiere im Wald,neu,-,
die Zecke,mittel,Tiere im Wald,neu,-,
das Wild,schwer,Tiere im Wald,neu,-,
der Luchs,schwer,Tiere im Wald,neu,-,
die Hirschkuh,schwer,Tiere im Wald,neu,-,
das Hirschkalb,schwer,Tiere im Wald,neu,-,
der Frischling,schwer,Tiere im Wald,neu,-,
die Baumhöhle,schwer,Tiere im Wald,neu,-,
der Wintervorrat,schwer,Tiere im Wald,neu,-,
das Winterfell,schwer,Tiere im Wald,neu,-,
der Ameisenhaufen,schwer,Tiere im Wald,neu,-,
die Kreuzotter,schwer,Tiere im Wald,neu,-,
die Blindschleiche,schwer,Tiere im Wald,neu,-,
das Spinnennetz,schwer,Tiere im Wald,neu,-,
das Wespennest,schwer,Tiere im Wald,neu,-,
die Hornisse,schwer,Tiere im Wald,neu,-,
summen,schwer,Tiere im Wald,neu,-,
die Made,schwer,Tiere im Wald,neu,-,
die Tollwut,schwer,Tiere im Wald,neu,-,
das Pferd,leicht,Tiere auf dem Bauernhof,neu,-,
das Schaf,leicht,Tiere auf dem Bauernhof,neu,-,
das Schwein,leicht,Tiere auf dem Bauernhof,neu,-,
krähen,leicht,Tiere auf dem Bauernhof,neu,-,
die Biene,leicht,Tiere auf dem Bauernhof,neu,-,
die Fliege,leicht,Tiere auf dem Bauernhof,neu,-,
das Kalb,mittel,Tiere auf dem Bauernhof,neu,-,
der Stier,mittel,Tiere auf dem Bauernhof,neu,-,
das Maul,mittel,Tiere auf dem Bauernhof,neu,-,
das Euter,mittel,Tiere auf dem Bauernhof,neu,-,
das Horn,mittel,Tiere auf dem Bauernhof,neu,-,
der Huf,mittel,Tiere auf dem Bauernhof,neu,-,
melken,mittel,Tiere auf dem Bauernhof,neu,-,
muhen,mittel,Tiere auf dem Bauernhof,neu,-,
weiden,mittel,Tiere auf dem Bauernhof,neu,-,
das Fohlen,mittel,Tiere auf dem Bauernhof,neu,-,
wiehern,mittel,Tiere auf dem Bauernhof,neu,-,
der Esel,mittel,Tiere auf dem Bauernhof,neu,-,
das Lamm,mittel,Tiere auf dem Bauernhof,neu,-,
blöken,mittel,Tiere auf dem Bauernhof,neu,-,
die Ziege,mittel,Tiere auf dem Bauernhof,neu,-,
meckern,mittel,Tiere auf dem Bauernhof,neu,-,
die Sau,mittel,Tiere auf dem Bauernhof,neu,-,
das Ferkel,mittel,Tiere auf dem Bauernhof,neu,-,
Junge kriegen,mittel,Tiere auf dem Bauernhof,neu,-,
grunzen,mittel,Tiere auf dem Bauernhof,neu,-,
quieken,mittel,Tiere auf dem Bauernhof,neu,-,
die Gans,mittel,Tiere auf dem Bauernhof,neu,-,
schnattern,mittel,Tiere auf dem Bauernhof,neu,-,
gackern,mittel,Tiere auf dem Bauernhof,neu,-,
die Küken,mittel,Tiere auf dem Bauernhof,neu,-,
der Maikäfer,mittel,Tiere auf dem Bauernhof,neu,-,
die Herde,schwer,Tiere auf dem Bauernhof,neu,-,
das Rind,schwer,Tiere auf dem Bauernhof,neu,-,
die Melkmaschine,schwer,Tiere auf dem Bauernhof,neu,-,
die Tränke,schwer,Tiere auf dem Bauernhof,neu,-,
der Kuhfladen,schwer,Tiere auf dem Bauernhof,neu,-,
der Ochse,schwer,Tiere auf dem Bauernhof,neu,-,
die Stute,schwer,Tiere auf dem Bauernhof,neu,-,
der Hengst,schwer,Tiere auf dem Bauernhof,neu,-,
die Zügel,schwer,Tiere auf dem Bauernhof,neu,-,
der Sattel,schwer,Tiere auf dem Bauernhof,neu,-,
die Peitsche,schwer,Tiere auf dem Bauernhof,neu,-,
die Henne,schwer,Tiere auf dem Bauernhof,neu,-,
Eier legen,schwer,Tiere auf dem Bauernhof,neu,-,
die Ratte,schwer,Tiere auf dem Bauernhof,neu,-,
die Schwalbe,schwer,Tiere auf dem Bauernhof,neu,-,
der Hai,leicht,Tiere am und im Wasser,neu,-,
der Wal,leicht,Tiere am und im Wasser,neu,-,
der Delfin,leicht,Tiere am und im Wasser,neu,-,
der Frosch,leicht,Tiere am und im Wasser,neu,-,
der Seehund,leicht,Tiere am und im Wasser,neu,-,
der Schwan,leicht,Tiere am und im Wasser,neu,-,
die Mücke,leicht,Tiere am und im Wasser,neu,-,
fischen,mittel,Tiere am und im Wasser,neu,-,
der Hering,mittel,Tiere am und im Wasser,neu,-,
der Tintenfisch,mittel,Tiere am und im Wasser,neu,-,
die Qualle,mittel,Tiere am und im Wasser,neu,-,
die Muschel,mittel,Tiere am und im Wasser,neu,-,
der Krebs,mittel,Tiere am und im Wasser,neu,-,
die Kaulquappe,mittel,Tiere am und im Wasser,neu,-,
quaken,mittel,Tiere am und im Wasser,neu,-,
die Ringelnatter,mittel,Tiere am und im Wasser,neu,-,
der Fischer,schwer,Tiere am und im Wasser,neu,-,
der Lachs,schwer,Tiere am und im Wasser,neu,-,
die Forelle,schwer,Tiere am und im Wasser,neu,-,
der Aal,schwer,Tiere am und im Wasser,neu,-,
der Goldfisch,schwer,Tiere am und im Wasser,neu,-,
die Schuppe,schwer,Tiere am und im Wasser,neu,-,
die Flosse,schwer,Tiere am und im Wasser,neu,-,
die Kieme,schwer,Tiere am und im Wasser,neu,-,
die Gräte,schwer,Tiere am und im Wasser,neu,-,
der Krake,schwer,Tiere am und im Wasser,neu,-,
das Seepferdchen,schwer,Tiere am und im Wasser,neu,-,
der Seestern,schwer,Tiere am und im Wasser,neu,-,
die Krabbe,schwer,Tiere am und im Wasser,neu,-,
die Kröte,schwer,Tiere am und im Wasser,neu,-,
der Salamander,schwer,Tiere am und im Wasser,neu,-,
der Biber,schwer,Tiere am und im Wasser,neu,-,
der Fischotter,schwer,Tiere am und im Wasser,neu,-,
die Robbe,schwer,Tiere am und im Wasser,neu,-,
die Schwimmhäute,schwer,Tiere am und im Wasser,neu,-,
die Möwe,schwer,Tiere am und im Wasser,neu,-,
kreischen,schwer,Tiere am und im Wasser,neu,-,
die Libelle,schwer,Tiere am und im Wasser,neu,-,
die Larve,schwer,Tiere am und im Wasser,neu,-,
der Vogel,leicht,Tiere in der Luft,neu,-,
fliegen,leicht,Tiere in der Luft,neu,-,
das Nest,leicht,Tiere in der Luft,neu,-,
die Taube,leicht,Tiere in der Luft,neu,-,
der Spatz,leicht,Tiere in der Luft,neu,-,
der Rabe,leicht,Tiere in der Luft,neu,-,
zwitschern,mittel,Tiere in der Luft,neu,-,
flattern,mittel,Tiere in der Luft,neu,-,
brüten,mittel,Tiere in der Luft,neu,-,
der Flügel,mittel,Tiere in der Luft,neu,-,
die Feder,mittel,Tiere in der Luft,neu,-,
der Schnabel,mittel,Tiere in der Luft,neu,-,
der Storch,mittel,Tiere in der Luft,neu,-,
die Elster,mittel,Tiere in der Luft,neu,-,
die Amsel,mittel,Tiere in der Luft,neu,-,
die Krähe,mittel,Tiere in der Luft,neu,-,
hacken,mittel,Tiere in der Luft,neu,-,
das Vogelhäuschen,mittel,Tiere in der Luft,neu,-,
das Vogelfutter,mittel,Tiere in der Luft,neu,-,
der Schmetterling,mittel,Tiere in der Luft,neu,-,
die Fledermaus,mittel,Tiere in der Luft,neu,-,
ein Nest bauen,schwer,Tiere in der Luft,neu,-,
schlüpfen,schwer,Tiere in der Luft,neu,-,
sich aufplustern,schwer,Tiere in der Luft,neu,-,
der Zugvogel,schwer,Tiere in der Luft,neu,-,
der Schwarm,schwer,Tiere in der Luft,neu,-,
der Raubvogel,schwer,Tiere in der Luft,neu,-,
der Geier,schwer,Tiere in der Luft,neu,-,
der Falke,schwer,Tiere in der Luft,neu,-,
der Adler,schwer,Tiere in der Luft,neu,-,
schweben,schwer,Tiere in der Luft,neu,-,
kreisen,schwer,Tiere in der Luft,neu,-,
der Singvogel,schwer,Tiere in der Luft,neu,-,
das Rotkehlchen,schwer,Tiere in der Luft,neu,-,
die Meise,schwer,Tiere in der Luft,neu,-,
der Eisvogel,schwer,Tiere in der Luft,neu,-,
der Reiher,schwer,Tiere in der Luft,neu,-,
das Insekt,schwer,Tiere in der Luft,neu,-,
die Raupe,schwer,Tiere in der Luft,neu,-,
die Puppe,schwer,Tiere in der Luft,neu,-,
einspinnen,schwer,Tiere in der Luft,neu,-,
der Affe,leicht,Tiere im Zoo,neu,-,
der Elefant,leicht,Tiere im Zoo,neu,-,
der Löwe,leicht,Tiere im Zoo,neu,-,
brüllen,leicht,Tiere im Zoo,neu,-,
der Tiger,leicht,Tiere im Zoo,neu,-,
der Bär,leicht,Tiere im Zoo,neu,-,
die Schlange,leicht,Tiere im Zoo,neu,-,
wild,leicht,Tiere im Zoo,neu,-,
der Schimpanse,mittel,Tiere im Zoo,neu,-,
der Gorilla,mittel,Tiere im Zoo,neu,-,
der Orang-Utan,mittel,Tiere im Zoo,neu,-,
der Rüssel,mittel,Tiere im Zoo,neu,-,
trompeten,mittel,Tiere im Zoo,neu,-,
der Stoßzahn,mittel,Tiere im Zoo,neu,-,
stoßen,mittel,Tiere im Zoo,neu,-,
das Nashorn,mittel,Tiere im Zoo,neu,-,
der Eisbär,mittel,Tiere im Zoo,neu,-,
der Panda,mittel,Tiere im Zoo,neu,-,
das Zebra,mittel,Tiere im Zoo,neu,-,
die Giraffe,mittel,Tiere im Zoo,neu,-,
das Kamel,mittel,Tiere im Zoo,neu,-,
das Krokodil,mittel,Tiere im Zoo,neu,-,
der Pinguin,mittel,Tiere im Zoo,neu,-,
der Papagei,mittel,Tiere im Zoo,neu,-,
der Tierpfleger,mittel,Tiere im Zoo,neu,-,
frei,mittel,Tiere im Zoo,neu,-,
eingesperrt,mittel,Tiere im Zoo,neu,-,
das Gitter,mittel,Tiere im Zoo,neu,-,
das Raubtier,schwer,Tiere im Zoo,neu,-,
sich anschleichen,schwer,Tiere im Zoo,neu,-,
lauern,schwer,Tiere im Zoo,neu,-,
die Mähne,schwer,Tiere im Zoo,neu,-,
die Tatze,schwer,Tiere im Zoo,neu,-,
das Rudel,schwer,Tiere im Zoo,neu,-,
der Streifen,schwer,Tiere im Zoo,neu,-,
das Lama,schwer,Tiere im Zoo,neu,-,
der Python,schwer,Tiere im Zoo,neu,-,
kriechen,schwer,Tiere im Zoo,neu,-,
sich häuten,schwer,Tiere im Zoo,neu,-,
die Kobra,schwer,Tiere im Zoo,neu,-,
das Gift,schwer,Tiere im Zoo,neu,-,
der Giftzahn,schwer,Tiere im Zoo,neu,-,
das Stachelschwein,schwer,Tiere im Zoo,neu,-,
der Flamingo,schwer,Tiere im Zoo,neu,-,
der Strauß,schwer,Tiere im Zoo,neu,-,
das Gehege,schwer,Tiere im Zoo,neu,-,
das Aquarium,schwer,Tiere im Zoo,neu,-,
einsperren,schwer,Tiere im Zoo,neu,-,
spielen,leicht,Wir spielen,neu,-,
der Teddy,leicht,Wir spielen,neu,-,
der Bauklotz,leicht,Wir spielen,neu,-,
der Turm,leicht,Wir spielen,neu,-,
umwerfen,leicht,Wir spielen,neu,-,
das Puzzle,leicht,Wir spielen,neu,-,
machen,leicht,Wir spielen,neu,-,
das Spiel,mittel,Wir spielen,neu,-,
die Spielregel,mittel,Wir spielen,neu,-,
das Spielzeug,mittel,Wir spielen,neu,-,
mitspielen,mittel,Wir spielen,neu,-,
das Puppenhaus,mittel,Wir spielen,neu,-,
das Spielzeugauto,mittel,Wir spielen,neu,-,
die Murmel,mittel,Wir spielen,neu,-,
würfeln,mittel,Wir spielen,neu,-,
der Würfel,mittel,Wir spielen,neu,-,
die Spielfigur,mittel,Wir spielen,neu,-,
Glück haben,mittel,Wir spielen,neu,-,
gewinnen,mittel,Wir spielen,neu,-,
verlieren,mittel,Wir spielen,neu,-,
Mensch ärgere dich nicht,mittel,Wir spielen,neu,-,
Ich sehe was-was du nicht siehst,mittel,Wir spielen,neu,-,
das Rätsel,mittel,Wir spielen,neu,-,
raten,mittel,Wir spielen,neu,-,
richtig,mittel,Wir spielen,neu,-,
FALSCH,mittel,Wir spielen,neu,-,
der Mitspieler,schwer,Wir spielen,neu,-,
das Stofftier,schwer,Wir spielen,neu,-,
die Ritterburg,schwer,Wir spielen,neu,-,
die Modelleisenbahn,schwer,Wir spielen,neu,-,
die Rennbahn,schwer,Wir spielen,neu,-,
das Brettspiel,schwer,Wir spielen,neu,-,
das Domino,schwer,Wir spielen,neu,-,
das Kartenspiel,schwer,Wir spielen,neu,-,
das Quartett,schwer,Wir spielen,neu,-,
schummeln,schwer,Wir spielen,neu,-,
der Gewinner,schwer,Wir spielen,neu,-,
der Verlierer,schwer,Wir spielen,neu,-,
das Computerspiel,schwer,Wir spielen,neu,-,
der Joystick,schwer,Wir spielen,neu,-,
das Topfschlagen,schwer,Wir spielen,neu,-,
das Sackhüpfen,schwer,Wir spielen,neu,-,
malen,leicht,Wir malen und basteln,neu,-,
das Papier,leicht,Wir malen und basteln,neu,-,
der Stift,leicht,Wir malen und basteln,neu,-,
die Fingerfarbe,leicht,Wir malen und basteln,neu,-,
die Knete,leicht,Wir malen und basteln,neu,-,
kneten,leicht,Wir malen und basteln,neu,-,
kleben,leicht,Wir malen und basteln,neu,-,
rund,leicht,Wir malen und basteln,neu,-,
eckig,leicht,Wir malen und basteln,neu,-,
schneiden,leicht,Wir malen und basteln,neu,-,
bemalen,mittel,Wir malen und basteln,neu,-,
der Buntstift,mittel,Wir malen und basteln,neu,-,
der Wachsmalstift,mittel,Wir malen und basteln,neu,-,
der Filzstift,mittel,Wir malen und basteln,neu,-,
der Pinsel,mittel,Wir malen und basteln,neu,-,
die Wasserfarbe,mittel,Wir malen und basteln,neu,-,
der Malkasten,mittel,Wir malen und basteln,neu,-,
basteln,mittel,Wir malen und basteln,neu,-,
die Pappe,mittel,Wir malen und basteln,neu,-,
stecken,mittel,Wir malen und basteln,neu,-,
ausschneiden,mittel,Wir malen und basteln,neu,-,
der Klebstoff,mittel,Wir malen und basteln,neu,-,
aufkleben,mittel,Wir malen und basteln,neu,-,
bekleben,mittel,Wir malen und basteln,neu,-,
die Collage,mittel,Wir malen und basteln,neu,-,
die Schnur,mittel,Wir malen und basteln,neu,-,
schön finden,mittel,Wir malen und basteln,neu,-,
genau,mittel,Wir malen und basteln,neu,-,
zeichnen,schwer,Wir malen und basteln,neu,-,
der Bleistift,schwer,Wir malen und basteln,neu,-,
der Radiergummi,schwer,Wir malen und basteln,neu,-,
der Kugelschreiber,schwer,Wir malen und basteln,neu,-,
kritzeln,schwer,Wir malen und basteln,neu,-,
der Füller,schwer,Wir malen und basteln,neu,-,
das Lineal,schwer,Wir malen und basteln,neu,-,
eine Linie ziehen,schwer,Wir malen und basteln,neu,-,
die Form,schwer,Wir malen und basteln,neu,-,
der Kreis,schwer,Wir malen und basteln,neu,-,
das Viereck,schwer,Wir malen und basteln,neu,-,
das Dreieck,schwer,Wir malen und basteln,neu,-,
zerschneiden,schwer,Wir malen und basteln,neu,-,
das Buntpapier,schwer,Wir malen und basteln,neu,-,
falten,schwer,Wir malen und basteln,neu,-,
knicken,schwer,Wir malen und basteln,neu,-,
biegen,schwer,Wir malen und basteln,neu,-,
sorgfältig,schwer,Wir malen und basteln,neu,-,
die Schachtel,schwer,Wir malen und basteln,neu,-,
rennen,leicht,Sport macht Spaß,neu,-,
um die Wette laufen,leicht,Sport macht Spaß,neu,-,
Ball spielen,leicht,Sport macht Spaß,neu,-,
der Fußball,leicht,Sport macht Spaß,neu,-,
turnen,leicht,Sport macht Spaß,neu,-,
der Purzelbaum,leicht,Sport macht Spaß,neu,-,
die Matte,leicht,Sport macht Spaß,neu,-,
der Hüpfball,leicht,Sport macht Spaß,neu,-,
festhalten,leicht,Sport macht Spaß,neu,-,
reiten,leicht,Sport macht Spaß,neu,-,
der Sport,mittel,Sport macht Spaß,neu,-,
Fußball spielen,mittel,Sport macht Spaß,neu,-,
schießen,mittel,Sport macht Spaß,neu,-,
das Schwimmbad,mittel,Sport macht Spaß,neu,-,
der Schwimmflügel,mittel,Sport macht Spaß,neu,-,
der Schlittschuh,mittel,Sport macht Spaß,neu,-,
das Eislaufen,mittel,Sport macht Spaß,neu,-,
der Tanz,mittel,Sport macht Spaß,neu,-,
tanzen,mittel,Sport macht Spaß,neu,-,
kämpfen,mittel,Sport macht Spaß,neu,-,
der/die Beste,mittel,Sport macht Spaß,neu,-,
der/die Erste,mittel,Sport macht Spaß,neu,-,
der Lauf,schwer,Sport macht Spaß,neu,-,
der Läufer,schwer,Sport macht Spaß,neu,-,
hinken,schwer,Sport macht Spaß,neu,-,
kicken,schwer,Sport macht Spaß,neu,-,
treten,schwer,Sport macht Spaß,neu,-,
der Trainer,schwer,Sport macht Spaß,neu,-,
die Mannschaft,schwer,Sport macht Spaß,neu,-,
der Verein,schwer,Sport macht Spaß,neu,-,
das Spielfeld,schwer,Sport macht Spaß,neu,-,
Federball spielen,schwer,Sport macht Spaß,neu,-,
der Kopfstand,schwer,Sport macht Spaß,neu,-,
ein Rad schlagen,schwer,Sport macht Spaß,neu,-,
das Springseil,schwer,Sport macht Spaß,neu,-,
der Sprung,schwer,Sport macht Spaß,neu,-,
der Wurf,schwer,Sport macht Spaß,neu,-,
schaffen,schwer,Sport macht Spaß,neu,-,
der Inliner,schwer,Sport macht Spaß,neu,-,
der Tänzer,schwer,Sport macht Spaß,neu,-,
das Ballett,schwer,Sport macht Spaß,neu,-,
das Judo,schwer,Sport macht Spaß,neu,-,
das Karate,schwer,Sport macht Spaß,neu,-,
der Griff,schwer,Sport macht Spaß,neu,-,
der Sieg,schwer,Sport macht Spaß,neu,-,
siegen,schwer,Sport macht Spaß,neu,-,
das Geschrei,schwer,Sport macht Spaß,neu,-,
der Wettkampf,schwer,Sport macht Spaß,neu,-,
schlagen,schwer,Sport macht Spaß,neu,-,
die Weltmeisterschaft,schwer,Sport macht Spaß,neu,-,
lesen,leicht,Lieblingsbuch und Lieblingsfilm,neu,-,
vorlesen,leicht,Lieblingsbuch und Lieblingsfilm,neu,-,
das Buch,leicht,Lieblingsbuch und Lieblingsfilm,neu,-,
die Geschichte,leicht,Lieblingsbuch und Lieblingsfilm,neu,-,
Fernsehen gucken,leicht,Lieblingsbuch und Lieblingsfilm,neu,-,
das Sandmännchen,leicht,Lieblingsbuch und Lieblingsfilm,neu,-,
ausschalten,leicht,Lieblingsbuch und Lieblingsfilm,neu,-,
anschalten,leicht,Lieblingsbuch und Lieblingsfilm,neu,-,
umblättern,mittel,Lieblingsbuch und Lieblingsfilm,neu,-,
die Seite,mittel,Lieblingsbuch und Lieblingsfilm,neu,-,
das Lieblingsbuch,mittel,Lieblingsbuch und Lieblingsfilm,neu,-,
das Abenteuer,mittel,Lieblingsbuch und Lieblingsfilm,neu,-,
das Kinderbuch,mittel,Lieblingsbuch und Lieblingsfilm,neu,-,
das Märchenbuch,mittel,Lieblingsbuch und Lieblingsfilm,neu,-,
